dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates,dataset_size
ds-763-T/Short/short,moirai_2_small,0.2409042857414068,0.2409042857414068,0.1868613102639368,0.3623082481183625,2.5327572016752966,0.6426373001216918,4.798641514834803,0.4908200135909362,1.210949639486033,0.4610236543585407,0.3833180389896377,['Infrastructure'],86,20.0
ds-764-5T/Short/long,moirai_2_small,3.320408454180283,3.320408454180283,1.0045948435797931,1.802920383388397,4.71499651075708,1.1493703937738289,33.15184743172167,1.8221987965587847,1.751725639277907,0.965742348150174,0.8473256862245689,['Infrastructure'],17,3.0
ds-764-5T/Short/medium,moirai_2_small,3.393706916360294,3.393706916360294,1.005059440463197,1.7662297563143663,5.302728151807598,1.106031021417356,26.834053682582667,1.8422016492122393,1.715459777091875,0.9359122246136058,0.7978930755794277,['Infrastructure'],17,4.0
ds-764-5T/Short/short,moirai_2_small,1.329927411733889,1.329927411733889,0.4739240038628671,0.7483463185677505,1.8847632501639573,0.7749201961592131,9.617171320106808,1.1532247880330568,1.3030480795032102,0.535494701009045,0.4542563231062332,['Infrastructure'],17,20.0
ds-765-T/Short/long,moirai_2_small,0.0004701277695992,0.0004701277695992,0.0130260716985773,0.0419805444492383,0.0577568120426601,0.0629283300152531,0.9700056054867808,0.0216824299745044,0.0952506601161314,0.0572233799195241,0.0516131191302539,['Infrastructure'],1,3.0
ds-765-T/Short/medium,moirai_2_small,2.2467705518162497e-05,2.2467705518162497e-05,0.0038305937002102,0.0129600300286041,0.0167981858054796,0.0168795625368754,0.1770442095796083,0.0047400111305947,0.0207802126411332,0.0167933258887022,0.0140619039573493,['Infrastructure'],1,4.0
ds-765-T/Short/short,moirai_2_small,5.223986787920391e-06,5.223986787920391e-06,0.0017429656814783,0.0062256998243124,0.0075945980536441,0.0075818995789935,0.048318870373311,0.0022856042500661,0.0099406118433337,0.0075805534992888,0.0060202924255912,['Infrastructure'],1,20.0
ds-766-5T/Short/long,moirai_2_small,0.0,0.0,0.0,0.0,,,16.429983685331695,0.0,,,,Infrastructure,55,
ds-766-5T/Short/medium,moirai_2_small,0.0,0.0,0.0,0.0,,,15.627022600284928,0.0,,,,Infrastructure,55,
ds-766-5T/Short/short,moirai_2_small,1.1032830567793412,1.1032830567793412,0.2984062657211766,0.4943814897868351,1.5895316753965436,0.4709110699277936,11.559296131527356,1.0503728179933738,1.946611164555772,0.5530236107365673,0.4975393728330384,['Infrastructure'],55,20.0
ds-767-5T/Short/long,moirai_2_small,0.0,0.0,0.0,0.0,,,11.27450427744772,0.0,,,,Infrastructure,62,
ds-767-5T/Short/medium,moirai_2_small,0.0,0.0,0.0,0.0,,,9.691795026800254,0.0,,,,Infrastructure,62,
ds-767-5T/Short/short,moirai_2_small,0.6304194181196151,0.6304194181196151,0.2172637554907029,0.5031221017127424,1.9773134559713383,0.4768198813161542,10.22858812776312,0.7939895579411703,1.5539386231629482,0.4252128226293997,0.3798486263949582,['Infrastructure'],62,20.0
